FishID,Species,Date,Season,TL,FL,Mass,Sex,GS,GW,Fat,GSI,ln(TL),ln(Mass),Predicted mass,Le Cren
MR186,P. blochii,26 August 2013,3,243,222,269.2466028,F,5,18.21233225,0,0.072549187,5.493061443,5.595627699,285.3093091,0.943700728
MR187,P. blochii,13 September 2013,3,259,236,317.4243977,M,4,9.650484657,0,0.031355759,5.556828062,5.760239672,342.8999664,0.925705538
MR188,P. blochii,13 September 2013,3,253,234,313.164819,F,4,12.9704964,0,0.043207001,5.533389489,5.74672963,320.4915477,0.977139089
MR189,P. blochii,26 August 2013,3,259,233,332.0871802,F,5,11.9891913,0,0.037454754,5.556828062,5.805397525,342.8999664,0.968466646
MR190,P. blochii,26 August 2013,3,271,251,410.8204936,M,4,16.54133407,0,0.041953356,5.602118821,6.018156364,390.7352746,1.051403649
MR191,P. blochii,26 August 2013,3,252,231,313.4751293,F,4,18.93040457,0,0.064270051,5.529429088,5.747720024,316.852533,0.989340771
MR192,P. blochii,26 August 2013,3,267,242,367.2262984,F,3,5.722510351,0,0.015829738,5.587248658,5.905978275,374.3359323,0.981007343
MR193,P. blochii,26 August 2013,3,260,234,337.7565593,F,6,25.58667539,0,0.081963946,5.560681631,5.822325397,346.7313095,0.974116124
MR194,P. blochii,26 August 2013,3,250,226,283.2857167,M,3,15.03322665,0,0.056041331,5.521460918,5.646455988,309.6556965,0.914840967
MR195,P. blochii,26 August 2013,3,222,206,212.5512228,F,5,8.736121068,0,0.042862972,5.402677382,5.359183008,219.8532306,0.966786898
MR196,P. blochii,26 August 2013,3,288,269,487.9424679,M,4,32.48216621,2,0.071317228,5.66296048,6.190197505,465.6625927,1.047845534
MR197,P. blochii,26 August 2013,3,254,233,284.7284193,M,3,18.05510812,0,0.067704968,5.537334267,5.651535811,324.1577534,0.878363748
MR198,P. blochii,26 August 2013,3,239,215,250.2250192,F,3,9.728589189,0,0.040452115,5.476463552,5.52236059,271.9764476,0.920024588
MR199,P. blochii,26 August 2013,3,267,239,350.8612662,M,4,19.93648605,1,0.060244766,5.587248658,5.860390892,374.3359323,0.93728984
MR200,P. blochii,26 August 2013,3,252,231,311.0971263,F,3,9.873595694,1,0.032778301,5.529429088,5.740105167,316.852533,0.981835693
MR201,P. blochii,13 September 2013,3,239,203,280.4439988,F,5,16.63134229,0,0.063042246,5.476463552,5.636374057,271.9764476,1.031133399
MR202,P. blochii,13 September 2013,3,272,234,396.2890392,F,5,26.07135213,0,0.070421682,5.605802066,5.982143842,394.9071072,1.003499385
MR203,P. blochii,13 September 2015,3,224,210,231.494564,M,4,12.4205157,0,0.056695514,5.411646052,5.444556392,225.6128511,1.026069937
MR204,P. blochii,13 September 2015,3,269,244,359.4688501,M,3,3.949274373,1,0.011108458,5.59471138,5.884627525,382.4781944,0.939841422
MR205,P. blochii,26 August 2013,3,249,234,288.0663758,M,3,15.38574445,0,0.056424046,5.517452896,5.663190925,306.0976847,0.941092959
MR206,P. blochii,26 August 2013,3,275,243,416.9139077,F,6,23.40422419,1,0.059475599,5.616771098,6.032879744,407.5969043,1.022858376
MR207,P. blochii,26 August 2013,3,260,243,349.7917522,M,5,17.67589772,0,0.053222083,5.560681631,5.857337984,346.7313095,1.008826554
MR208,P. blochii,26 August 2013,3,275,256,407.4178521,M,3,30.96351425,0,0.082250385,5.616771098,6.009839323,407.5969043,0.999560713
MR209,P. blochii,26 August 2013,3,245,222,234.1965848,F,5,16.64590679,0,0.076515077,5.501258211,5.456160869,292.1327937,0.801678517
MR210,P. blochii,13 September 2013,3,255,238,299.8959662,M,2,3.527583959,0,0.0119027,5.541263545,5.703435635,327.8512449,0.914731821
MR212,P. blochii,13 September 2013,3,252,215,314.1894015,M,5,17.47120274,0,0.058881467,5.529429088,5.749995993,316.852533,0.991595044
MR213,P. blochii,13 September 2013,3,290,266,447.9473599,M,5,29.73303411,0,0.071095207,5.669880923,6.104675725,475.0479514,0.942951882
MR214,P. blochii,13 September 2013,3,243,219,289.4054312,F,5,18.88961885,0,0.06982815,5.493061443,5.667828581,285.3093091,1.014356777
MR215,P. blochii,13 September 2013,3,221,225,238.7664872,M,4,8.116800881,0,0.035191034,5.398162702,5.475486033,217.009807,1.100256668
MR216,P. blochii,13 September 2013,3,226,212,246.4647406,F,5,17.79402042,0,0.077815036,5.420534999,5.507218943,231.470145,1.064779825
MR217,P. blochii,26 August 2013,3,216,193,171.0519979,F,4,6.708349471,1,0.040819037,5.375278408,5.141967592,203.1526971,0.841987334
MR219,P. blochii,02 October 2013,4,266,241,367.8663384,F,6,11.527862,0,0.032350876,5.583496309,5.907719661,370.3076223,0.993407417
MR220,P. blochii,30 September 2013,3,302,276,517.7182379,F,6,20.29741909,0,0.040805327,5.710427017,6.249431152,533.9629688,0.969577046
MR222,P. blochii,30 September 2013,3,258,238,350.2572699,F,3,6.005684522,0,0.017445626,5.552959585,5.858667941,339.0963831,1.032913612
MR223,P. blochii,24 July 2013,3,252,230,307.3596948,M,4,10.53689202,0,0.03549893,5.529429088,5.728018706,316.852533,0.970040201
MR224,P. blochii,30 September 2013,3,241,225,336.6060419,M,4,13.06324331,0,0.040375627,5.484796933,5.818913231,278.5907815,1.208245442
MR225,P. blochii,02 October 2013,4,400,370,1233.941557,F,5,54.38760909,1,0.046108624,5.991464547,7.117968842,1200.713229,1.027673825
MR226,P. blochii,30 September 2013,3,237,217,267.7266419,F,3,3.617716284,0,0.013697819,5.468060141,5.589966467,265.465543,1.008517485
MR227,P. blochii,30 September 2013,3,243,222,278.0847549,F,4,7.134250536,1,0.026330457,5.493061443,5.627925941,285.3093091,0.974678169
MR229,P. blochii,30 September 2013,3,250,231,314.1543087,M,4,15.23823013,0,0.050978289,5.521460918,5.749884294,309.6556965,1.014527788
MR230,P. blochii,02 October 2013,4,246,228,292.4062477,F,6,10.69283475,0,0.037956428,5.505331536,5.678144095,295.5841334,0.989248795
MR233,P. blochii,24 July 2013,3,274,249,430.5398975,F,5,28.76015838,2,0.071581903,5.613128106,6.065039997,403.3378279,1.067442396
MR234,P. blochii,24 July 2013,3,242,219,263.6687574,F,5,14.11098929,1,0.056543979,5.488937726,5.574693608,281.9369733,0.935204611
MR236,P. blochii,22 July 2013,3,216,192,193.5187322,M,1,0.198552392,0,0.001027065,5.375278408,5.265374315,203.1526971,0.952577716
MR237,P. blochii,02 October 2013,4,241,209,290.7758974,F,4,18.35015078,1,0.067358357,5.484796933,5.672552858,278.5907815,1.043738403
MR239,P. blochii,24 July 2013,3,228,208,237.7945026,M,4,6.012351615,2,0.025939666,5.429345629,5.471406866,237.4258823,1.00155257
MR239,P. blochii,24 July 2013,3,231,207,247.2341084,M,4,13.24814027,0,0.056619379,5.442417711,5.510335695,246.545752,1.002792002
MR243,P. blochii,22 July 2013,3,194,177,120.1736119,F,2,2.844934536,0,0.024247563,5.267858159,4.788937463,149.0410848,0.806311978
MR244,P. blochii,02 October 2013,4,240,215,293.544169,F,4,16.01238535,,0.057695681,5.480638923,5.682028119,275.2706381,1.066383872
MR247,P. blochii,29 May 2013,2,232,219,264.9092494,F,4,13.59494078,0,0.054095371,5.446737372,5.579387312,249.6357631,1.061183086
MR248,P. blochii,17 July 2014,3,258,218,351.3137356,F,5,24.10765613,1,0.073677287,5.552959585,5.861679658,339.0963831,1.036029144
MR248,P. blochii,29 April 2013,2,259,238,351.7974165,M,5,25.54044355,1,0.078283211,5.556828062,5.863055489,342.8999664,1.025947655
MR249,P. blochii,29 April 2014,2,236,212,261.8757082,F,2,6.477888139,1,0.025363913,5.463831805,5.567869995,262.2486377,0.998577955
MR249,P. blochii,16 July 2015,3,272,253,385.7470886,M,5,4.135570764,2,0.010837122,5.605802066,5.955181944,394.9071072,0.976804625
MR250,P. blochii,17 July 2014,3,213,188,194.2508731,F,2,2.938609624,1,0.015360278,5.361292166,5.269150484,195.1229598,0.995530579
MR250,P. blochii,29 April 2014,2,324,303,771.641496,F,4,42.61256415,1,0.058451129,5.780743516,6.648520059,653.9803531,1.179915409
MR251,P. blochii,29 April 2014,2,241,227,336.4801052,F,4,17.62776745,2,0.05528505,5.484796933,5.818539025,278.5907815,1.207793393
MR252,P. blochii,26 July 2015,3,188,175,126.8216382,M,1,1.35420918,2,0.010793313,5.236441963,4.842781675,136.1335572,0.931597181
MR252,P. blochii,29 April 2014,2,262,236,371.771491,F,4,16.61493069,2,0.04678199,5.568344504,5.918279394,354.4776537,1.048786819
MR253,P. blochii,26 July 2014,3,159,153,99.50628815,F,2,0.186939875,2,0.00188221,5.068904202,4.60022084,83.97822328,1.184905851
MR253,P. blochii,29 April 2014,2,243,223,294.4767032,F,6,16.77205245,1,0.060395288,5.493061443,5.685199894,285.3093091,1.032131423
MR254,P. blochii,26 July 2015,3,188,173,128.2514193,M,2,0.681155231,1,0.005339451,5.236441963,4.853992551,136.1335572,0.942099964
MR254,P. blochii,29 April 2014,2,259,236,360.0080603,F,5,31.41667054,1,0.095610145,5.556828062,5.886126421,342.8999664,1.049892375
MR255,P. blochii,26 July 2015,3,190,168,145.3192131,M,2,0.626546508,2,0.004330188,5.247024072,4.978932792,140.3513513,1.035395896
MR255,P. blochii,23 May 2014,2,260,243,316.0792522,M,5,26.6456938,2,0.092061522,5.560681631,5.75599298,346.7313095,0.911597088
MR256,P. blochii,23 January 2014,1,239,224,311.7710473,F,3,4.634484443,2,0.015089328,5.476463552,5.742269096,271.9764476,1.146316345
MR256,P. blochii,23 May 2014,2,293,269,528.1610648,M,5,50.28931697,0,0.105236012,5.680172609,6.269401284,489.3562884,1.079297594
MR257,P. blochii,26 July 2014,3,124,114,40.86901944,J,1,0.618090416,1,0.015355929,4.820281566,3.710372305,41.00435169,0.996699564
MR257,P. blochii,23 May 2014,2,236,225,312.590779,M,4,23.48885294,1,0.081247653,5.463831805,5.74489492,262.2486377,1.191963404
MR258,P. blochii,26 July 2014,3,179,163,114.0594641,H,"M3, F2",#VALUE!,2,#VALUE!,5.187385806,4.736719927,118.1775033,0.96515378
MR258,P. blochii,23 May 2014,2,243,225,300.2751661,F,5,16.12293412,2,0.05674048,5.493061443,5.704699275,285.3093091,1.05245485
MR259,P. blochii,16 May 2014,2,221,208,213.0317165,F,6,13.53855124,1,0.067864737,5.398162702,5.361441058,217.009807,0.981668614
MR259,P. blochii,23 May 2014,2,245,236,336.0715606,M,4,28.10597088,2,0.091263348,5.501258211,5.817324115,292.1327937,1.150406828
MR260,P. blochii,16 May 2014,2,232,203,272.4808798,F,4,12.96164295,0,0.049944825,5.446737372,5.607568446,249.6357631,1.091513798
MR260,P. blochii,23 May 2014,2,254,233,329.3349593,M,4,28.57509506,1,0.095009669,5.537334267,5.797075346,324.1577534,1.015971254
MR261,P. blochii,23 May 2014,2,223,194,296.1365329,F,4,15.49719926,1,0.055221052,5.407171771,5.690820608,222.7208798,1.329630761
MR261,P. blochii,16 May 2014,2,253,208,302.597033,M,5,18.17209787,1,0.063890664,5.533389489,5.712401996,320.4915477,0.944165408
MR262,P. blochii,16 May 2014,2,261,233,349.0802924,F,5,23.98798178,1,0.073788216,5.564520407,5.85530196,350.5905071,0.995692369
MR262,P. blochii,29 April 2014,2,277,254,481.0808055,F,4,5.162533345,2,0.010847521,5.624017506,6.176035251,416.2029593,1.15588031
MR263,P. blochii,29 April 2014,2,233,220,281.2765437,M,2,1.573995442,2,0.00562739,5.451038454,5.639338327,252.7509613,1.112860431
MR263,P. blochii,23 January 2014,1,258,250,402.5850597,F,4,5.276299296,2,0.013280098,5.552959585,5.997906403,339.0963831,1.187229
MR264,P. blochii,13 January 2014,1,207,188,267.8869444,M,2,0.748979928,3,0.00280372,5.332718793,5.590565042,179.6914778,1.490816079
MR264,P. blochii,23 January 2014,1,243,211,324.6852323,F,3,4.107985893,2,0.01281434,5.493061443,5.782856197,285.3093091,1.138011351
MR265,P. blochii,26 July 2014,3,190,159,125.0916355,M,2,0.868254173,2,0.006989459,5.247024072,4.829046552,140.3513513,0.891274892
MR265,P. blochii,13 January 2014,1,223,209,264.8418103,M,2,1.21362136,1,0.004603534,5.407171771,5.579132705,222.7208798,1.18911981
MR266,P. blochii,13 January 2014,1,202,190,168.1933094,F,2,1.226305903,2,0.0073446,5.308267697,5.125113969,167.459076,1.004384554
MR266,P. blochii,23 January 2014,1,318,288,648.7632622,M,4,1.825891669,2,0.002822362,5.762051383,6.475067877,619.6658324,1.046956647
MR267,P. blochii,23 January 2014,1,180,171,156.6261441,M,1,1.298321769,2,0.008358591,5.192956851,5.053861718,120.091185,1.304226818
MR267,P. blochii,08 January 2014,1,249,232,312.982058,F,2,4.175629428,1,0.013521835,5.517452896,5.746145866,306.0976847,1.022490772
MR268,P. blochii,08 January 2014,1,244,232,319.8032251,F,3,5.148292674,1,0.01636171,5.497168225,5.767705885,288.7078841,1.107705202
MR268,P. blochii,23 January 2014,1,255,236,356.9297825,F,2,3.391804794,2,0.009593891,5.541263545,5.877539075,327.8512449,1.088694303
MR269,P. blochii,26 July 2015,3,166,150,82.52023567,M,1,0.319388518,1,0.003885465,5.111987788,4.413043544,95.08629721,0.867845716
MR269,P. blochii,29 March 2014,1,261,241,453.5396296,F,4,22.55478735,2,0.052333134,5.564520407,6.117082652,350.5905071,1.293644923
MR270,P. blochii,26 July 2015,3,183,176,140.4367468,F,1,1.268857254,2,0.009117457,5.209486153,4.944757186,125.9533968,1.114989753
MR270,P. blochii,29 March 2014,1,233,235,382.9642159,F,4,16.03885008,1,0.043711478,5.451038454,5.947941554,252.7509613,1.515184013
MR271,P. blochii,26 July 2015,3,190,171,142.0209621,F,2,0.670234379,2,0.004741641,5.247024072,4.955974667,140.3513513,1.011895937
MR271,P. blochii,29 March 2014,1,219,208,230.3869418,M,4,18.04049896,1,0.084957858,5.38907173,5.439760251,211.395251,1.089839723
MR271,P. blochii,23 January 2014,1,230,210,267.7044117,F,3,3.074512768,2,0.011618161,5.438079309,5.58988343,243.4808322,1.099488651
MR272,P. blochii,26 July 2015,3,180,172,125.2976999,M,1,0.547160905,2,0.00438604,5.192956851,4.830692505,120.091185,1.04335468
MR272,P. blochii,23 January 2014,1,229,213,270.2648547,F,3,3.835420585,2,0.014395634,5.433722004,5.599402421,240.4409076,1.124038573
MR273,P. blochii,26 July 2015,3,182,166,131.3884913,F,2,1.133646131,2,0.008703293,5.204006687,4.878158517,123.979033,1.059763802
MR273,P. blochii,23 January 2014,1,234,223,328.6089262,F,2,4.644067995,1,0.014335098,5.455321115,5.79486837,255.8914426,1.284173174
MR274,P. blochii,26 July 2015,3,196,176,153.2239945,M,1,0.344398691,2,0.002252745,5.278114659,5.031900867,153.5145929,0.99810703
MR275,P. blochii,26 July 2015,3,188,168,120.8576028,F,2,0.943065,2,0.007864476,5.236441963,4.794613016,136.1335572,0.887787003
MR275,P. blochii,29 March 2014,1,276,252,373.3579113,M,5,23.16867332,2,0.066160438,5.620400866,5.922537507,411.88525,0.906460989
MR276,P. blochii,23 January 2014,1,197,179,148.3187948,F,1,0.85989314,1,0.005831409,5.283203729,4.999363976,155.7838501,0.952080686
MR276,P. blochii,29 March 2014,1,256,219,314.8480775,M,5,17.76672334,2,0.059804236,5.545177444,5.752090229,331.5721171,0.949561381
MR276,P. blochii,26 July 2014,3,261,229,369.05692,F,3,21.33281179,1,0.061349821,5.564520407,5.910950887,350.5905071,1.052672313
MR277,P. blochii,26 July 2015,3,188,165,134.3162536,M,2,1.17868417,3,0.00885313,5.236441963,4.900197121,136.1335572,0.986650583
MR278,P. blochii,27 July 2015,3,183,162,124.2050201,M,2,2.987555061,2,0.024646243,5.209486153,4.821933588,125.9533968,0.98611886
MR278,P. blochii,29 March 2014,1,255,238,362.0388991,F,4,17.1166328,1,0.04962461,5.541263545,5.891751662,327.8512449,1.104277945
MR279,P. blochii,26 July 2015,3,231,218,305.6676522,M,5,15.7490668,1,0.054322377,5.442417711,5.722498408,246.545752,1.239800928
MR279,P. blochii,29 April 2014,2,239,223,407.8030998,F,4,12.87668786,1,0.032605284,5.476463552,6.010784459,271.9764476,1.499405936
MR280,P. blochii,26 July 2015,3,187,,136.5335555,M,7,0.78996047,3,0.005819505,5.231108617,4.916570412,134.0560847,1.018480853
MR281,P. blochii,29 April 2014,2,234,191,357.6708663,M,4,23.60586017,2,0.070662475,5.455321115,5.879613196,255.8914426,1.397744538
MR281,P. blochii,26 July 2015,3,299,270,573.0223202,F,5,41.19413021,0,0.077457591,5.700443573,6.350924669,518.8112801,1.104490866
MR282,P. blochii,29 April 2013,2,233,214,300.1814768,F,4,14.69889344,2,0.051487882,5.451038454,5.704387214,252.7509613,1.187657112
MR282,P. blochii,26 July 2015,3,256,233,327.9744217,M,4,23.62945927,0,0.077640382,5.545177444,5.792935623,331.5721171,0.989149584
MR283,P. blochii,23 January 2014,1,250,225,317.5850577,F,3,3.127967591,1,0.0099472,5.521460918,5.760745681,309.6556965,1.025607025
MR283,P. blochii,26 July 2015,3,276,240,400.5535864,F,5,24.47162561,1,0.065069927,5.620400866,5.992847556,411.88525,0.9724883
MR284,P. blochii,26 July 2015,3,183,160,122.1826567,F,2,1.101164076,2,0.009094405,5.209486153,4.805517111,125.9533968,0.970062418
MR284,P. blochii,16 June 2014,2,251,220,326.6917918,M,4,23.67654926,1,0.078136496,5.525452939,5.789017194,313.2406143,1.042941997
MR285,P. blochii,26 July 2015,3,177,158,118.7199516,F,2,1.908772172,1,0.016340663,5.176149733,4.776767372,114.4101306,1.037669925
MR285,P. blochii,16 June 2014,2,274,254,378.687101,M,4,29.00440357,0,0.082944921,5.613128106,5.936710273,403.3378279,0.938883176
MR286,P. blochii,26 July 2015,3,179,162,113.9132357,M,2,1.930087472,2,0.017235517,5.187385806,4.735437068,118.1775033,0.963916418
MR286,P. blochii,16 June 2014,2,252,234,330.9480933,F,4,17.20034323,0,0.054822204,5.529429088,5.801961545,316.852533,1.044486185
MR287,P. blochii,16 July 2015,3,186,175,125.6616271,M,1,0.381387686,2,0.003044276,5.225746674,4.833592795,131.9994308,0.951986128
MR287,P. blochii,16 June 2014,2,249,226,335.2831253,M,4,25.61910577,1,0.082731942,5.517452896,5.814975325,306.0976847,1.095346819
MR288,P. blochii,26 July 2015,3,171,147,94.44932761,M,1,0.723465408,3,0.007718952,5.141663557,4.548063475,103.5808096,0.911841952
MR288,P. blochii,23 January 2014,1,267,241,400.2010387,F,4,6.649428831,2,0.016895951,5.587248658,5.991967018,374.3359323,1.069095976
MR289,P. blochii,26 July 2015,3,170,158,120.617739,M,2,1.103658583,3,0.009234549,5.135798437,4.792626363,101.8438311,1.184340158
MR289,P. blochii,23 January 2014,1,249,230,347.9239428,M,1,0.651576642,1,0.00187627,5.517452896,5.851983901,306.0976847,1.136643497
MR290,P. blochii,26 July 2014,3,175,162,116.4078665,F,1,0.446293757,2,0.003848635,5.164785974,4.757100115,110.7220859,1.05135182
MR291,P. blochii,26 July 2015,3,189,170,111.9167142,F,2,0.288971187,1,0.002588704,5.241747015,4.717754971,138.2319467,0.809629879
MR291,P. blochii,29 March 2014,1,193,170,138.8905025,F,2,0.614829293,2,0.004446402,5.262690189,4.933685871,146.836638,0.945884517
MR292,P. blochii,26 July 2015,3,173,161,118.9239544,M,2,1.11547206,1,0.009468521,5.153291594,4.77848425,107.1125767,1.11027069
MR292,P. blochii,29 March 2014,1,214,199,221.3091826,F,2,8.600210373,1,0.040431818,5.365976015,5.39956074,197.7760539,1.118988767
MR293,P. blochii,26 July 2015,3,161,148,84.3687633,M,1,0.214641641,2,0.002550578,5.081404365,4.43519723,87.06026052,0.969084664
MR293,P. blochii,16 June 2014,2,264,245,340.5834383,M,4,21.80929831,1,0.068416147,5.575949103,5.830660142,362.3361726,0.939965325
MR294,P. blochii,16 June 2014,2,262,225,267.6367396,F,4,11.68014746,0,0.045633314,5.568344504,5.589630612,354.4776537,0.75501724
MR295,P. blochii,16 May 2014,2,248,205,370.5483692,M,4,22.63251353,1,0.065051688,5.513428746,5.914983987,302.5664836,1.224684125
MR296,P. blochii,26 July 2014,3,179,170,122.8681757,F,2,1.065262883,3,0.008745792,5.187385806,4.811112039,118.1775033,1.039691754
